01133,A155,Tuberculosis of larynx
01134,A155,Tuberculosis of larynx
01135,A155,Tuberculosis of larynx
01136,A155,Tuberculosis of larynx
01140,A150,Tuberculosis of lung
01141,A150,Tuberculosis of lung
01142,A150,Tuberculosis of lung
01143,A150,Tuberculosis of lung
01144,A150,Tuberculosis of lung
01145,A150,Tuberculosis of lung
01146,A150,Tuberculosis of lung
01150,A150,Tuberculosis of lung
01151,A150,Tuberculosis of lung
01152,A150,Tuberculosis of lung
01153,A150,Tuberculosis of lung
01154,A150,Tuberculosis of lung
01155,A150,Tuberculosis of lung
01156,A150,Tuberculosis of lung
01160,A150,Tuberculosis of lung
01161,A150,Tuberculosis of lung
01162,A150,Tuberculosis of lung
01163,A150,Tuberculosis of lung
01164,A150,Tuberculosis of lung
01165,A150,Tuberculosis of lung
01166,A150,Tuberculosis of lung
01170,A150,Tuberculosis of lung
01171,A150,Tuberculosis of lung
01172,A150,Tuberculosis of lung
01173,A150,Tuberculosis of lung
01174,A150,Tuberculosis of lung
01175,A150,Tuberculosis of lung
01176,A150,Tuberculosis of lung
01180,A150,Tuberculosis of lung
01181,A150,Tuberculosis of lung
01182,A150,Tuberculosis of lung
01183,A150,Tuberculosis of lung
01184,A150,Tuberculosis of lung
01185,A150,Tuberculosis of lung
01186,A150,Tuberculosis of lung
01190,A150,Tuberculosis of lung
01191,A150,Tuberculosis of lung
01192,A150,Tuberculosis of lung
01193,A150,Tuberculosis of lung
01194,A150,Tuberculosis of lung
01195,A150,Tuberculosis of lung
01196,A150,Tuberculosis of lung
01200,A156,Tuberculous pleurisy
01201,A156,Tuberculous pleurisy
01202,A156,Tuberculous pleurisy
01203,A156,Tuberculous pleurisy
01204,A156,Tuberculous pleurisy
01205,A156,Tuberculous pleurisy
01206,A156,Tuberculous pleurisy
01210,A154,Tuberculosis of intrathoracic lymph nodes
01211,A154,Tuberculosis of intrathoracic lymph nodes
01212,A154,Tuberculosis of intrathoracic lymph nodes
01213,A154,Tuberculosis of intrathoracic lymph nodes
01214,A154,Tuberculosis of intrathoracic lymph nodes
01215,A154,Tuberculosis of intrathoracic lymph nodes
01216,A154,Tuberculosis of intrathoracic lymph nodes
01220,A155,Tuberculosis of larynx
01221,A155,Tuberculosis of larynx
01222,A155,Tuberculosis of larynx
01223,A155,Tuberculosis of larynx
01224,A155,Tuberculosis of larynx
01225,A155,Tuberculosis of larynx
01226,A155,Tuberculosis of larynx
01230,A155,Tuberculosis of larynx
01231,A155,Tuberculosis of larynx
01232,A155,Tuberculosis of larynx
01233,A155,Tuberculosis of larynx
01234,A155,Tuberculosis of larynx
01235,A155,Tuberculosis of larynx
01236,A155,Tuberculosis of larynx
01280,A158,Other respiratory tuberculosis
01281,A158,Other respiratory tuberculosis
01282,A158,Other respiratory tuberculosis
01283,A158,Other respiratory tuberculosis
01284,A158,Other respiratory tuberculosis
01285,A158,Other respiratory tuberculosis
01286,A158,Other respiratory tuberculosis
01300,A170,Tuberculous meningitis
01301,A170,Tuberculous meningitis
01302,A170,Tuberculous meningitis
01303,A170,Tuberculous meningitis
01304,A170,Tuberculous meningitis
01305,A170,Tuberculous meningitis
01306,A170,Tuberculous meningitis
01310,A171,Meningeal tuberculoma
01311,A171,Meningeal tuberculoma
01312,A171,Meningeal tuberculoma
01313,A171,Meningeal tuberculoma
01314,A171,Meningeal tuberculoma
01315,A171,Meningeal tuberculoma
01316,A171,Meningeal tuberculoma
01320,A1781,Tuberculoma of brain and spinal cord
01321,A1781,Tuberculoma of brain and spinal cord
01322,A1781,Tuberculoma of brain and spinal cord
01323,A1781,Tuberculoma of brain and spinal cord
01324,A1781,Tuberculoma of brain and spinal cord
01325,A1781,Tuberculoma of brain and spinal cord
01326,A1781,Tuberculoma of brain and spinal cord
01330,A1781,Tuberculoma of brain and spinal cord
01331,A1781,Tuberculoma of brain and spinal cord
01332,A1781,Tuberculoma of brain and spinal cord
01333,A1781,Tuberculoma of brain and spinal cord
01334,A1781,Tuberculoma of brain and spinal cord
01335,A1781,Tuberculoma of brain and spinal cord
01336,A1781,Tuberculoma of brain and spinal cord
01340,A1781,Tuberculoma of brain and spinal cord
01341,A1781,Tuberculoma of brain and spinal cord
01342,A1781,Tuberculoma of brain and spinal cord
01343,A1781,Tuberculoma of brain and spinal cord
01344,A1781,Tuberculoma of brain and spinal cord
01345,A1781,Tuberculoma of brain and spinal cord
01346,A1781,Tuberculoma of brain and spinal cord
01350,A1781,Tuberculoma of brain and spinal cord
01351,A1781,Tuberculoma of brain and spinal cord
01352,A1781,Tuberculoma of brain and spinal cord
01353,A1781,Tuberculoma of brain and spinal cord
01354,A1781,Tuberculoma of brain and spinal cord
01355,A1781,Tuberculoma of brain and spinal cord
01356,A1781,Tuberculoma of brain and spinal cord
01360,A1782,Tuberculous meningoencephalitis
01361,A1782,Tuberculous meningoencephalitis
01362,A1782,Tuberculous meningoencephalitis
01363,A1782,Tuberculous meningoencephalitis
01364,A1782,Tuberculous meningoencephalitis
01365,A1782,Tuberculous meningoencephalitis
01366,A1782,Tuberculous meningoencephalitis
01380,A1789,Other tuberculosis of nervous system
01381,A1789,Other tuberculosis of nervous system
01382,A1789,Other tuberculosis of nervous system
01383,A1789,Other tuberculosis of nervous system
01384,A1789,Other tuberculosis of nervous system
01385,A1789,Other tuberculosis of nervous system
01386,A1789,Other tuberculosis of nervous system
01390,A179,Tuberculosis of nervous system
01391,A179,Tuberculosis of nervous system
01392,A179,Tuberculosis of nervous system
01393,A179,Tuberculosis of nervous system
01394,A179,Tuberculosis of nervous system
01395,A179,Tuberculosis of nervous system
01396,A179,Tuberculosis of nervous system
01400,A1831,Tuberculous peritonitis
01401,A1831,Tuberculous peritonitis
01402,A1831,Tuberculous peritonitis
01403,A1831,Tuberculous peritonitis
01404,A1831,Tuberculous peritonitis
01405,A1831,Tuberculous peritonitis
01406,A1831,Tuberculous peritonitis
01480,A1832,Tuberculous enteritis
01481,A1832,Tuberculous enteritis
01482,A1832,Tuberculous enteritis
01483,A1832,Tuberculous enteritis
01484,A1832,Tuberculous enteritis
01485,A1832,Tuberculous enteritis
01486,A1832,Tuberculous enteritis
01500,A1801,Tuberculosis of spine
01501,A1801,Tuberculosis of spine
01502,A1801,Tuberculosis of spine
01503,A1801,Tuberculosis of spine
01504,A1801,Tuberculosis of spine
01505,A1801,Tuberculosis of spine
01506,A1801,Tuberculosis of spine
01510,A1802,Tuberculous arthritis of other joints
01511,A1802,Tuberculous arthritis of other joints
01512,A1802,Tuberculous arthritis of other joints
01513,A1802,Tuberculous arthritis of other joints
01514,A1802,Tuberculous arthritis of other joints
01515,A1802,Tuberculous arthritis of other joints
01516,A1802,Tuberculous arthritis of other joints
01520,A1802,Tuberculous arthritis of other joints
01521,A1802,Tuberculous arthritis of other joints
01522,A1802,Tuberculous arthritis of other joints
01523,A1802,Tuberculous arthritis of other joints
01524,A1802,Tuberculous arthritis of other joints
01525,A1802,Tuberculous arthritis of other joints
01526,A1802,Tuberculous arthritis of other joints
01550,A1803,Tuberculosis of other bones
01551,A1803,Tuberculosis of other bones
01552,A1803,Tuberculosis of other bones
01553,A1803,Tuberculosis of other bones
01554,A1803,Tuberculosis of other bones
01555,A1803,Tuberculosis of other bones
01556,A1803,Tuberculosis of other bones
01560,A1803,Tuberculosis of other bones
01561,A1803,Tuberculosis of other bones
01562,A1803,Tuberculosis of other bones
01563,A1803,Tuberculosis of other bones
01564,A1803,Tuberculosis of other bones
01565,A1803,Tuberculosis of other bones
01566,A1803,Tuberculosis of other bones
01570,A1803,Tuberculosis of other bones
01571,A1803,Tuberculosis of other bones
01572,A1803,Tuberculosis of other bones
01573,A1803,Tuberculosis of other bones
01574,A1803,Tuberculosis of other bones
01575,A1803,Tuberculosis of other bones
01576,A1803,Tuberculosis of other bones
01580,A1802,Tuberculous arthritis of other joints
01581,A1802,Tuberculous arthritis of other joints
01582,A1802,Tuberculous arthritis of other joints
01583,A1802,Tuberculous arthritis of other joints
01584,A1802,Tuberculous arthritis of other joints
01585,A1802,Tuberculous arthritis of other joints
01586,A1802,Tuberculous arthritis of other joints
01590,A1802,Tuberculous arthritis of other joints
01591,A1802,Tuberculous arthritis of other joints
01592,A1802,Tuberculous arthritis of other joints
01593,A1802,Tuberculous arthritis of other joints
01594,A1802,Tuberculous arthritis of other joints
01595,A1802,Tuberculous arthritis of other joints
01596,A1802,Tuberculous arthritis of other joints
01600,A1811,Tuberculosis of kidney and ureter
01601,A1811,Tuberculosis of kidney and ureter
01602,A1811,Tuberculosis of kidney and ureter
01603,A1811,Tuberculosis of kidney and ureter
01604,A1811,Tuberculosis of kidney and ureter
01605,A1811,Tuberculosis of kidney and ureter
01606,A1811,Tuberculosis of kidney and ureter
01610,A1812,Tuberculosis of bladder
01611,A1812,Tuberculosis of bladder
01612,A1812,Tuberculosis of bladder
01613,A1812,Tuberculosis of bladder
01614,A1812,Tuberculosis of bladder
01615,A1812,Tuberculosis of bladder
01616,A1812,Tuberculosis of bladder
01620,A1811,Tuberculosis of kidney and ureter
01621,A1811,Tuberculosis of kidney and ureter
01622,A1811,Tuberculosis of kidney and ureter
01623,A1811,Tuberculosis of kidney and ureter
01624,A1811,Tuberculosis of kidney and ureter
01625,A1811,Tuberculosis of kidney and ureter
01626,A1811,Tuberculosis of kidney and ureter
01630,A1813,Tuberculosis of other urinary organs
01631,A1813,Tuberculosis of other urinary organs
01632,A1813,Tuberculosis of other urinary organs
01633,A1813,Tuberculosis of other urinary organs
01634,A1813,Tuberculosis of other urinary organs
01635,A1813,Tuberculosis of other urinary organs
01636,A1813,Tuberculosis of other urinary organs
01640,A1815,Tuberculosis of other male genital organs
01641,A1815,Tuberculosis of other male genital organs
01642,A1815,Tuberculosis of other male genital organs
01643,A1815,Tuberculosis of other male genital organs
01644,A1815,Tuberculosis of other male genital organs
01645,A1815,Tuberculosis of other male genital organs
01646,A1815,Tuberculosis of other male genital organs
01650,A1815,Tuberculosis of other male genital organs
01651,A1815,Tuberculosis of other male genital organs
01652,A1815,Tuberculosis of other male genital organs
01653,A1815,Tuberculosis of other male genital organs
01654,A1815,Tuberculosis of other male genital organs
01655,A1815,Tuberculosis of other male genital organs
01656,A1815,Tuberculosis of other male genital organs
01660,A1817,Tuberculous female pelvic inflammatory disease
01661,A1817,Tuberculous female pelvic inflammatory disease
01662,A1817,Tuberculous female pelvic inflammatory disease
01663,A1817,Tuberculous female pelvic inflammatory disease
01664,A1817,Tuberculous female pelvic inflammatory disease
01665,A1817,Tuberculous female pelvic inflammatory disease
01666,A1817,Tuberculous female pelvic inflammatory disease
01670,A1818,Tuberculosis of other female genital organs
01671,A1818,Tuberculosis of other female genital organs
01672,A1818,Tuberculosis of other female genital organs
01673,A1818,Tuberculosis of other female genital organs
01674,A1818,Tuberculosis of other female genital organs
01675,A1818,Tuberculosis of other female genital organs
01676,A1818,Tuberculosis of other female genital organs
01690,A1810,Tuberculosis of genitourinary system
01691,A1810,Tuberculosis of genitourinary system
01692,A1810,Tuberculosis of genitourinary system
01693,A1810,Tuberculosis of genitourinary system
01694,A1810,Tuberculosis of genitourinary system
01695,A1810,Tuberculosis of genitourinary system
01696',A1810,Tuberculosis of genitourinary system
01700,A184,Tuberculosis of skin and subcutaneous tissue
01701,A184,Tuberculosis of skin and subcutaneous tissue
01702,A184,Tuberculosis of skin and subcutaneous tissue
01703,A184,Tuberculosis of skin and subcutaneous tissue
01704,A184,Tuberculosis of skin and subcutaneous tissue
01705,A184,Tuberculosis of skin and subcutaneous tissue
01706,A184,Tuberculosis of skin and subcutaneous tissue
01710,A184,Tuberculosis of skin and subcutaneous tissue
01711,A184,Tuberculosis of skin and subcutaneous tissue
01712,A184,Tuberculosis of skin and subcutaneous tissue
01713,A184,Tuberculosis of skin and subcutaneous tissue
01714,A184,Tuberculosis of skin and subcutaneous tissue
01715,A184,Tuberculosis of skin and subcutaneous tissue
01716,A184,Tuberculosis of skin and subcutaneous tissue
01720,A182,Tuberculous peripheral lymphadenopathy
01721,A182,Tuberculous peripheral lymphadenopathy
01722,A182,Tuberculous peripheral lymphadenopathy
01723,A182,Tuberculous peripheral lymphadenopathy
01724,A182,Tuberculous peripheral lymphadenopathy
01725,A182,Tuberculous peripheral lymphadenopathy
01726,A182,Tuberculous peripheral lymphadenopathy
01730,A1850,Tuberculosis of eye
01731,A1851,Tuberculous episcleritis
01732,A1851,Tuberculous episcleritis
01733,A1851,Tuberculous episcleritis
01734,A1851,Tuberculous episcleritis
01735,A1851,Tuberculous episcleritis
01736,A1851,Tuberculous episcleritis
01740,A186,Tuberculosis of (inner) (middle) ear
01741,A186,Tuberculosis of (inner) (middle) ear
01742,A186,Tuberculosis of (inner) (middle) ear
01743,A186,Tuberculosis of (inner) (middle) ear
01744,A186,Tuberculosis of (inner) (middle) ear
01745,A186,Tuberculosis of (inner) (middle) ear
01746,A186,Tuberculosis of (inner) (middle) ear
01750,A1881,Tuberculosis of thyroid gland
01751,A1881,Tuberculosis of thyroid gland
01752,A1881,Tuberculosis of thyroid gland
01753,A1881,Tuberculosis of thyroid gland
01754,A1881,Tuberculosis of thyroid gland
01755,A1881,Tuberculosis of thyroid gland
01756,A1881,Tuberculosis of thyroid gland
01760,A187,Tuberculosis of adrenal glands
01761,A187,Tuberculosis of adrenal glands
01762,A187,Tuberculosis of adrenal glands
01763,A187,Tuberculosis of adrenal glands
01764,A187,Tuberculosis of adrenal glands
01765,A187,Tuberculosis of adrenal glands
01766,A187,Tuberculosis of adrenal glands
01770,A1885,Tuberculosis of spleen
01771,A1885,Tuberculosis of spleen
01772,A1885,Tuberculosis of spleen
01773,A1885,Tuberculosis of spleen
01774,A1885,Tuberculosis of spleen
01775,A1885,Tuberculosis of spleen
01776,A1885,Tuberculosis of spleen
01780,A1889,Tuberculosis of other sites
01781,A1889,Tuberculosis of other sites
01782,A1889,Tuberculosis of other sites
01783,A1889,Tuberculosis of other sites
01784,A1889,Tuberculosis of other sites
01785,A1889,Tuberculosis of other sites
01786,A1889,Tuberculosis of other sites
01790,A1884,Tuberculosis of heart
01791,A1889,Tuberculosis of other sites
01792,A1889,Tuberculosis of other sites
01793,A1889,Tuberculosis of other sites
01794,A1889,Tuberculosis of other sites
01795,A1889,Tuberculosis of other sites
01796,A1889,Tuberculosis of other sites
01800,A192,Acute miliary tuberculosis
01801,A192,Acute miliary tuberculosis
01802,A192,Acute miliary tuberculosis
01803,A192,Acute miliary tuberculosis
01804,A192,Acute miliary tuberculosis
01805,A192,Acute miliary tuberculosis
01806,A192,Acute miliary tuberculosis
01880,A198,Other miliary tuberculosis
01881,A198,Other miliary tuberculosis
01882,A198,Other miliary tuberculosis
01883,A198,Other miliary tuberculosis
01884,A198,Other miliary tuberculosis
01885,A198,Other miliary tuberculosis
01886,A198,Other miliary tuberculosis
01890,A199,Miliary tuberculosis
01891,A199,Miliary tuberculosis
01892,A199,Miliary tuberculosis
01893,A199,Miliary tuberculosis
01894,A199,Miliary tuberculosis
01895,A199,Miliary tuberculosis
01896,A199,Miliary tuberculosis
0200,A200,Bubonic plague
0201,A201,Cellulocutaneous plague
0202,A207,Septicemic plague
0203,A202,Pneumonic plague
0204,A202,Pneumonic plague
0205,A202,Pneumonic plague
0208,A208,Other forms of plague
0209,A209,Plague
0210,A210,Ulceroglandular tularemia
0211,A213,Gastrointestinal tularemia
0212,A212,Pulmonary tularemia
0213,A211,Oculoglandular tularemia
0218,A218,Other forms of tularemia
0219,A219,Tularemia
0220,A220,Cutaneous anthrax
0221,A221,Pulmonary anthrax
0222,A222,Gastrointestinal anthrax
0223,A227,Anthrax sepsis
0228,A228,Other forms of anthrax
0229,A229,Anthrax
0230,A230,Brucellosis due to Brucella melitensis
0231,A231,Brucellosis due to Brucella abortus
0232,A232,Brucellosis due to Brucella suis
0233,A233,Brucellosis due to Brucella canis
0238,A238,Other brucellosis
0239,A239,Brucellosis
024,A240,Glanders
025,A243,Other melioidosis
0260,A250,Spirillosis
0261,A251,Streptobacillosis
0269,A259,Rat-bite fever
0270,A3211,Listerial meningitis
0271,A268,Other forms of erysipeloid
0272,A280,Pasteurellosis
0278,A288,Other specified zoonotic bacterial diseases
0279,A289,Zoonotic bacterial disease
0300,A305,Lepromatous leprosy
0301,A301,Tuberculoid leprosy
0302,A300,Indeterminate leprosy
0303,A303,Borderline leprosy
0308,A308,Other forms of leprosy
0309,A309,Leprosy
0310,A310,Pulmonary mycobacterial infection
0311,A311,Cutaneous mycobacterial infection
0312,A312,Disseminated mycobacterium avium-intracellulare complex (DMAC)
0318,A318,Other mycobacterial infections
0319,A319,Mycobacterial infection
0320,A360,Pharyngeal diphtheria
0321,A361,Nasopharyngeal diphtheria
0322,A3689,Other diphtheritic complications
0323,A362,Laryngeal diphtheria
03281,A3686,Diphtheritic conjunctivitis
03282,A3681,Diphtheritic cardiomyopathy
03283,A3689,Other diphtheritic complications
03284,A3685,Diphtheritic cystitis
03285,A363,Cutaneous diphtheria
03289,A3682,Diphtheritic radiculomyelitis
0329,A369,Diphtheria
0330,A3700,Whooping cough due to Bordetella pertussis without pneumonia
0331,A3710,Whooping cough due to Bordetella parapertussis without pneumonia
0338,A3780,Whooping cough due to other Bordetella species without pneumonia
0339,A3790,Whooping cough
0340,J020,Streptococcal pharyngitis
0341,A389,Scarlet fever
035,A46,Erysipelas
0360,A390,Meningococcal meningitis
0361,A3981,Meningococcal encephalitis
0362,A394,Meningococcemia
0363,A391,Waterhouse-Friderichsen syndrome
03640,A3950,Meningococcal carditis
03641,A3953,Meningococcal pericarditis
03642,A3951,Meningococcal endocarditis
03643,A3952,Meningococcal myocarditis
03681,A3982,Meningococcal retrobulbar neuritis
03682,A3983,Meningococcal arthritis
03689,A3989,Other meningococcal infections
0369,A399,Meningococcal infection
037,A35,Other tetanus
0380,A409,Streptococcal sepsis
03810,A412,Sepsis due to unspecified staphylococcus
03811,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus
03812,A4102,Sepsis due to Methicillin resistant Staphylococcus aureus
03819,A411,Sepsis due to other specified staphylococcus
0382,A403,Sepsis due to Streptococcus pneumoniae
0383,A414,Sepsis due to anaerobes
03840,A4150,Gram-negative sepsis
03841,A413,Sepsis due to Hemophilus influenzae
03842,A4151,Sepsis due to Escherichia coli [E coli]
03843,A4152,Sepsis due to Pseudomonas
03844,A4153,Sepsis due to Serratia
03849,A4159,Other Gram-negative sepsis
0388,A4189,Other specified sepsis
0389,A419,Sepsis
0390,L081,Erythrasma
0391,A420,Pulmonary actinomycosis
0392,A421,Abdominal actinomycosis
0393,A422,Cervicofacial actinomycosis
0394,B479,Mycetoma
0398,A4289,Other forms of actinomycosis
0399,A429,Actinomycosis
0400,A480,Gas gangrene
0401,A488,Other specified bacterial diseases
0402,K9081,Whipple's disease
0403,A488,Other specified bacterial diseases
04041,A4851,Infant botulism
04042,A4852,Wound botulism
04081,M60009,Infective myositis
04082,A483,Toxic shock syndrome
04089,A488,Other specified bacterial diseases
04100,B955,Unspecified streptococcus as the cause of diseases classified elsewhere
04101,B950,Streptococcus
04102,B951,Streptococcus
04103,B954,Other streptococcus as the cause of diseases classified elsewhere
04104,B952,Enterococcus as the cause of diseases classified elsewhere
04105,B954,Other streptococcus as the cause of diseases classified elsewhere
04109,B954,Other streptococcus as the cause of diseases classified elsewhere
04110,B958,Unspecified staphylococcus as the cause of diseases classified elsewhere
04111,B9561,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere
04112,B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere
04119,B957,Other staphylococcus as the cause of diseases classified elsewhere
0412,B953,Streptococcus pneumoniae as the cause of diseases classified elsewhere
0413,B961,Klebsiella pneumoniae [K pneumoniae] as the cause of diseases classified elsewhere
04141,B9621,Shiga toxin-producing Escherichia coli [E coli] (STEC) O157 as the cause of diseases classified elsewhere
04142,B9622,Other specified Shiga toxin-producing Escherichia coli [E coli] (STEC) as the cause of diseases classified elsewhere
04143,B9623,Unspecified Shiga toxin-producing Escherichia coli [E coli] (STEC) as the cause of diseases classified elsewhere
04149,B9620,Unspecified Escherichia coli [E coli] as the cause of diseases classified elsewhere
0415,B963,Hemophilus influenzae [H influenzae] as the cause of diseases classified elsewhere
0416,B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
0417,B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
04181,A493,Mycoplasma infection
04182,B966,Bacteroides fragilis [B fragilis] as the cause of diseases classified elsewhere
04183,B967,Clostridium perfringens [C perfringens] as the cause of diseases classified elsewhere
04184,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
04185,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
04186,B9681,Helicobacter pylori [H pylori] as the cause of diseases classified elsewhere
04189,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
0419,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere
042,B20,Human immunodeficiency virus [HIV] disease
04500,A8039,Other acute paralytic poliomyelitis
04501,A8039,Other acute paralytic poliomyelitis
04502,A8039,Other acute paralytic poliomyelitis
04503,A8039,Other acute paralytic poliomyelitis
04510,A8039,Other acute paralytic poliomyelitis
04511,A8039,Other acute paralytic poliomyelitis
04512,A8039,Other acute paralytic poliomyelitis
04513,A8039,Other acute paralytic poliomyelitis
04520,A804,Acute nonparalytic poliomyelitis
04521,A804,Acute nonparalytic poliomyelitis
04522,A804,Acute nonparalytic poliomyelitis
04523,A804,Acute nonparalytic poliomyelitis
04590,A809,Acute poliomyelitis
04591,A809,Acute poliomyelitis
04592,A809,Acute poliomyelitis
04593,A809,Acute poliomyelitis
0460,A8181,Kuru
04611,A8101,Variant Creutzfeldt-Jakob disease
04619,A8100,Creutzfeldt-Jakob disease
0462,A811,Subacute sclerosing panencephalitis
0463,A812,Progressive multifocal leukoencephalopathy
04671,A8182,Gerstmann-Straussler-Scheinker syndrome
04672,A8183,Fatal familial insomnia
04679,A8189,Other atypical virus infections of central nervous system
0468,A8189,Other atypical virus infections of central nervous system
0469,A819,Atypical virus infection of central nervous system
0470,A870,Enteroviral meningitis
0471,A870,Enteroviral meningitis
0478,A878,Other viral meningitis
0479,A879,Viral meningitis
048,A880,Enteroviral exanthematous fever [Boston exanthem]
0490,A872,Lymphocytic choriomeningitis
0491,A871,Adenoviral meningitis
0498,A888,Other specified viral infections of central nervous system
0499,A89,Unspecified viral infection of central nervous system
0500,B03,Smallpox
0501,B03,Smallpox
0502,B03,Smallpox
0509,B03,Smallpox
05101,B08010,Cowpox
05102,B08011,Vaccinia not from vaccine
0511,B0803,Pseudocowpox [milker's node]
0512,B0802,Orf virus disease
0519,B0804,Paravaccinia
